date,well_id,qgi_Mscfd,qo_STBd,qw_STBd,Pres_psi,Pwh_psi,Pbh_psi,GOR_scfSTB,water_cut_frac,API_gravity,perm_mD,visc_cp,depth_ft,mix_dens_lbft3,glift_eff,qg_total_Mscfd
2023-02-13,ND-002,91.4,35.9,301.7,2480.2,128.7,2331.4,518.8,0.8907,31.08,427.4,1.443,8830.6,61.49,0.392,110.011
2023-02-14,ND-002,89.28,43.1,265.6,2522.6,132.2,2371.2,478.8,0.8634,30.29,428.6,1.448,8819.9,61.2,0.482,109.901
2023-02-15,ND-002,92.39,38.8,284.0,2479.4,131.4,2330.6,468.8,0.8779,31.2,413.6,1.409,8830.3,61.41,0.42,110.561
2023-02-16,ND-002,91.8,28.3,278.5,2513.9,132.8,2363.1,495.9,0.9081,31.59,424.5,1.505,8822.1,61.61,0.308,105.815
2023-02-17,ND-002,89.63,38.8,288.8,2534.7,147.4,2382.6,481.6,0.8812,31.09,411.8,1.438,8826.9,61.42,0.432,108.302
2023-02-18,ND-002,92.83,35.0,263.4,2506.4,134.4,2356.0,479.0,0.885,31.25,416.4,1.5,8801.2,61.38,0.377,109.599
2023-02-19,ND-002,90.36,36.4,250.3,2492.9,133.3,2343.4,475.6,0.8765,31.33,439.1,1.341,8802.4,61.28,0.403,107.686
2023-02-20,ND-002,89.23,38.4,279.6,2520.8,133.6,2369.5,489.3,0.876,31.06,425.9,1.402,8814.6,61.38,0.43,107.997
2023-02-21,ND-002,89.26,39.5,277.0,2516.9,143.3,2365.9,483.7,0.8771,31.54,426.4,1.486,8828.4,61.34,0.443,108.388
2023-02-22,ND-002,91.08,36.1,258.6,2503.3,134.4,2353.1,485.3,0.8809,31.4,431.6,1.466,8849.5,61.32,0.397,108.614
2023-02-23,ND-002,91.16,33.2,269.4,2517.7,126.0,2366.6,476.8,0.8883,30.76,429.2,1.542,8816.9,61.47,0.364,106.967
2023-02-24,ND-002,91.06,30.9,287.5,2526.7,135.2,2375.1,496.3,0.9018,31.02,427.1,1.347,8799.0,61.59,0.339,106.397
2023-02-25,ND-002,88.19,42.2,281.3,2498.5,140.0,2348.6,469.3,0.8652,31.02,427.5,1.479,8808.4,61.33,0.478,108.0
2023-02-26,ND-002,88.72,36.4,271.1,2532.0,125.2,2380.0,483.3,0.8841,31.46,425.9,1.363,8819.0,61.4,0.41,106.309
2023-02-27,ND-002,90.94,35.0,249.0,2501.0,134.0,2351.0,493.0,0.8782,31.35,431.3,1.456,8817.2,61.29,0.384,108.179
2023-02-28,ND-002,90.91,37.7,285.3,2560.1,140.3,2406.5,489.2,0.8838,31.02,425.9,1.468,8813.7,61.41,0.415,109.354
2023-03-01,ND-002,91.12,38.5,242.6,2491.3,133.9,2341.8,487.4,0.8702,30.86,430.1,1.371,8827.9,61.15,0.423,109.913
2023-03-02,ND-002,91.53,43.1,279.2,2515.8,133.0,2364.8,471.6,0.8663,31.2,430.1,1.525,8831.6,61.27,0.471,111.855
2023-03-03,ND-002,91.92,40.5,249.7,2498.7,137.0,2348.8,497.4,0.863,31.14,427.6,1.433,8810.9,61.13,0.44,112.047
2023-03-04,ND-002,93.13,40.2,276.9,2497.0,136.7,2347.2,489.9,0.869,31.47,424.3,1.502,8807.3,61.3,0.432,112.819
2023-03-05,ND-002,94.53,40.3,255.4,2522.1,141.1,2370.8,462.8,0.8687,31.46,432.5,1.508,8815.7,61.21,0.427,113.197
2023-03-06,ND-002,96.17,38.5,297.6,2529.9,135.5,2378.1,504.3,0.8803,31.21,420.7,1.457,8809.5,61.41,0.4,115.568
2023-03-07,ND-002,97.88,45.6,265.1,2520.3,136.4,2369.1,493.7,0.8533,31.24,426.2,1.419,8829.5,61.06,0.466,120.409
2023-03-08,ND-002,100.07,41.5,261.3,2509.2,138.9,2358.7,488.8,0.8692,31.05,425.3,1.519,8818.0,61.14,0.415,120.36
2023-03-09,ND-002,96.89,39.3,277.5,2503.2,143.5,2353.1,470.0,0.8742,30.94,423.6,1.364,8807.6,61.33,0.406,115.371
2023-03-10,ND-002,95.62,42.4,288.2,2520.7,137.7,2369.5,461.8,0.871,31.25,423.7,1.374,8791.5,61.33,0.443,115.197
2023-03-11,ND-002,94.89,45.8,277.7,2532.0,135.2,2380.1,474.5,0.8587,30.79,427.3,1.443,8821.8,61.18,0.483,116.628
2023-03-12,ND-002,90.53,34.0,259.3,2487.4,147.7,2338.1,499.3,0.8828,31.37,424.0,1.536,8810.9,61.37,0.375,107.491
2023-03-13,ND-002,95.92,45.8,270.3,2522.3,138.5,2371.0,462.2,0.856,31.59,420.9,1.445,8846.0,61.15,0.478,117.102
2023-03-14,ND-002,96.36,37.9,271.8,2512.6,134.1,2361.9,483.9,0.8803,31.25,428.8,1.486,8802.3,61.32,0.394,114.717
2023-03-15,ND-002,97.41,44.1,281.3,2498.7,135.7,2348.8,493.9,0.8623,31.33,427.8,1.436,8799.1,61.2,0.453,119.191
2023-03-16,ND-002,97.37,39.8,276.5,2508.0,139.5,2357.5,474.8,0.8744,31.34,420.4,1.492,8822.8,61.31,0.409,116.262
2023-03-17,ND-002,96.19,36.5,265.5,2520.6,132.5,2369.3,491.2,0.8811,31.13,422.7,1.486,8818.8,61.32,0.379,114.1
2023-03-18,ND-002,97.21,35.1,297.5,2498.9,131.9,2349.0,481.5,0.8928,31.1,428.3,1.505,8819.9,61.52,0.361,114.098
2023-03-19,ND-002,92.92,39.4,273.8,2526.0,146.4,2374.5,484.2,0.8753,31.16,418.7,1.494,8788.2,61.31,0.424,111.989
2023-03-20,ND-002,90.25,39.7,282.8,2491.8,127.1,2342.2,487.5,0.873,31.12,430.9,1.428,8792.9,61.36,0.439,109.579
2023-03-21,ND-002,89.46,38.1,267.7,2520.7,143.2,2369.5,515.3,0.8778,31.11,427.7,1.449,8852.0,61.28,0.426,109.09
2023-03-22,ND-002,86.01,36.5,284.2,2502.2,140.9,2352.1,480.5,0.8807,31.21,420.5,1.441,8828.8,61.48,0.424,103.553
2023-03-23,ND-002,87.16,30.9,278.1,2483.7,134.2,2334.7,502.5,0.8988,31.27,438.1,1.446,8816.7,61.55,0.354,102.668
2023-03-24,ND-002,86.86,34.1,255.5,2497.1,132.2,2347.2,486.8,0.8842,31.33,430.3,1.503,8821.5,61.38,0.393,103.465
2023-03-25,ND-002,88.3,36.1,265.0,2511.6,124.9,2360.9,491.0,0.8812,31.26,421.1,1.439,8842.1,61.36,0.409,106.021
2023-03-26,ND-002,88.24,36.3,251.9,2507.4,128.1,2356.9,471.4,0.8801,31.01,422.9,1.515,8821.5,61.31,0.411,105.335
2023-03-27,ND-002,89.29,34.0,269.8,2526.7,131.3,2375.1,477.1,0.8852,31.27,426.3,1.536,8814.9,61.46,0.381,105.519
2023-03-28,ND-002,91.28,40.2,282.6,2495.9,133.5,2346.2,491.8,0.8695,31.19,422.8,1.454,8810.2,61.33,0.441,111.067
2023-03-29,ND-002,92.82,38.7,285.2,2491.8,143.2,2342.3,498.6,0.8786,32.09,424.5,1.382,8828.9,61.36,0.417,112.136
2023-03-30,ND-002,95.57,41.5,261.0,2498.9,134.3,2348.9,474.9,0.8616,31.23,425.5,1.407,8830.5,61.19,0.434,115.256
2023-03-31,ND-002,104.66,40.7,283.6,2497.0,134.8,2347.2,477.1,0.8752,30.74,418.9,1.44,8817.7,61.28,0.389,124.099
2023-04-01,ND-002,105.98,36.0,268.1,2523.2,134.9,2371.8,478.4,0.8829,31.74,428.0,1.43,8807.0,61.31,0.34,123.214
2023-04-02,ND-002,105.96,37.4,283.3,2494.6,134.7,2344.9,473.5,0.8823,31.14,421.3,1.405,8814.7,61.36,0.353,123.677
2023-04-03,ND-002,103.05,32.2,304.0,2497.9,138.3,2348.1,508.6,0.9019,31.34,426.8,1.446,8820.5,61.55,0.313,119.429
2023-04-04,ND-002,99.96,37.7,280.1,2499.6,141.1,2349.6,455.2,0.8817,31.26,425.1,1.485,8842.3,61.4,0.377,117.103
2023-04-05,ND-002,100.65,46.4,258.7,2517.1,138.8,2366.1,462.4,0.8526,31.5,429.8,1.438,8803.9,61.04,0.461,122.083
2023-04-06,ND-002,104.71,40.7,277.7,2483.2,146.2,2334.2,469.1,0.8776,30.98,425.5,1.42,8824.7,61.26,0.389,123.805
2023-04-07,ND-002,0.0,7.7,53.1,2496.4,94.7,2346.6,485.5,0.8739,31.26,424.5,1.478,8824.7,61.79,0.0,3.73
2023-04-08,ND-002,102.55,42.6,289.0,2493.6,142.8,2343.9,469.5,0.8735,31.47,434.0,1.497,8822.1,61.29,0.415,122.551
2023-04-09,ND-002,104.17,33.0,269.8,2488.8,131.4,2339.5,497.6,0.8947,31.37,431.4,1.386,8807.9,61.38,0.317,120.591
2023-04-10,ND-002,102.41,37.4,261.8,2510.5,143.3,2359.9,470.8,0.8785,31.41,424.1,1.473,8844.2,61.27,0.366,120.035
2023-04-11,ND-002,103.63,35.6,291.2,2463.0,143.7,2315.2,484.2,0.8925,31.19,413.3,1.525,8828.7,61.44,0.343,120.849
2023-04-12,ND-002,100.54,40.7,298.9,2499.5,134.2,2349.6,482.1,0.8781,31.58,422.7,1.491,8807.0,61.37,0.405,120.159
2023-04-13,ND-002,100.78,38.9,274.5,2508.4,141.9,2357.9,476.0,0.8743,31.01,429.7,1.457,8839.5,61.3,0.386,119.286
2023-04-14,ND-002,98.09,38.9,268.3,2504.9,141.0,2354.6,473.9,0.8738,31.32,429.2,1.506,8829.6,61.28,0.397,116.535
2023-04-15,ND-002,98.37,35.1,278.0,2490.0,137.7,2340.6,480.9,0.8883,31.34,435.3,1.443,8830.4,61.42,0.357,115.248
2023-04-16,ND-002,98.23,35.5,288.9,2483.6,141.6,2334.6,484.7,0.8864,31.55,433.6,1.438,8806.1,61.46,0.361,115.443
2023-04-17,ND-002,96.44,33.3,275.9,2499.4,132.5,2349.4,471.1,0.893,31.1,417.4,1.427,8832.3,61.48,0.346,112.133
2023-04-18,ND-002,97.44,39.1,288.1,2513.4,146.3,2362.6,504.4,0.8805,31.14,419.0,1.455,8816.2,61.34,0.401,117.15
2023-04-19,ND-002,97.68,43.5,274.1,2516.9,139.1,2365.9,494.8,0.8671,31.07,423.8,1.471,8814.0,61.17,0.445,119.181
2023-04-20,ND-002,98.05,37.3,278.8,2489.3,132.8,2339.9,492.9,0.8802,31.38,438.0,1.416,8801.4,61.35,0.38,116.414
2023-04-21,ND-002,97.34,35.1,278.7,2504.4,141.0,2354.2,505.4,0.8917,31.15,425.6,1.497,8817.0,61.39,0.361,115.099
2023-04-22,ND-002,91.54,30.6,277.5,2494.9,142.7,2345.2,488.4,0.9013,31.58,425.0,1.492,8837.5,61.56,0.334,106.49
2023-04-23,ND-002,90.64,39.4,259.6,2478.0,145.8,2329.3,458.2,0.8689,31.46,431.8,1.397,8815.8,61.28,0.435,108.693
2023-04-24,ND-002,90.61,35.9,268.5,2496.2,137.3,2346.4,517.7,0.8836,31.23,427.5,1.367,8837.3,61.33,0.396,109.193
2023-04-25,ND-002,90.66,38.1,256.5,2473.3,129.2,2324.9,481.5,0.8728,30.65,420.0,1.411,8813.5,61.26,0.421,109.024
2023-04-26,ND-002,87.52,26.8,262.2,2511.5,132.9,2360.8,481.2,0.9072,31.42,419.6,1.491,8820.7,61.62,0.306,100.421
2023-04-27,ND-002,87.68,33.8,271.7,2507.1,139.6,2356.7,469.2,0.8866,31.17,429.8,1.48,8832.3,61.49,0.386,103.56
2023-04-28,ND-002,90.19,32.6,268.9,2516.3,138.6,2365.3,477.3,0.8934,31.07,433.5,1.454,8831.6,61.49,0.362,105.762
2023-04-29,ND-002,85.97,34.0,265.7,2497.5,136.6,2347.7,491.4,0.8861,31.08,427.2,1.4,8823.6,61.43,0.395,102.67
2023-04-30,ND-002,87.06,35.2,249.1,2506.3,140.1,2355.9,470.1,0.8728,31.12,416.1,1.391,8802.0,61.34,0.404,103.597
2023-05-01,ND-002,77.23,38.1,257.5,2486.6,118.9,2337.4,488.5,0.8681,30.64,422.3,1.444,8802.0,61.33,0.493,95.831
2023-05-02,ND-002,69.53,31.3,233.2,2522.1,116.7,2370.7,517.1,0.882,31.4,425.6,1.451,8820.6,61.38,0.45,85.697
2023-05-03,ND-002,60.74,24.8,219.7,2488.5,126.3,2339.2,448.8,0.8976,31.14,432.0,1.414,8817.4,61.67,0.409,71.884
2023-05-04,ND-002,51.2,23.3,189.1,2494.1,116.2,2344.5,495.3,0.8955,31.27,413.0,1.415,8804.9,61.53,0.455,62.742
2023-05-05,ND-002,42.33,21.0,180.4,2461.2,121.0,2313.5,470.0,0.892,31.16,423.1,1.447,8829.0,61.68,0.496,52.2
2023-05-06,ND-002,38.07,19.4,147.5,2509.1,118.1,2358.5,501.1,0.8848,30.99,426.9,1.476,8831.4,61.48,0.508,47.775
2023-05-07,ND-002,31.49,19.3,130.0,2488.1,121.4,2338.8,470.7,0.87,31.2,429.6,1.434,8826.3,61.43,0.612,40.559
2023-05-08,ND-002,29.34,14.8,119.1,2498.0,120.8,2348.1,478.6,0.8886,31.47,423.6,1.362,8821.4,61.59,0.505,36.428
2023-05-09,ND-002,25.76,14.8,101.6,2482.5,128.1,2333.6,484.9,0.8743,30.95,432.7,1.49,8819.1,61.41,0.574,32.928
2023-05-10,ND-002,21.89,13.9,97.0,2484.7,106.2,2335.6,479.0,0.8722,31.16,426.3,1.479,8845.0,61.48,0.635,28.551
2023-05-11,ND-002,20.81,12.6,81.5,2490.0,121.7,2340.6,491.9,0.872,30.98,428.9,1.433,8818.2,61.33,0.606,27.019
2023-05-12,ND-002,18.6,12.5,79.6,2496.9,115.5,2347.1,479.5,0.8656,30.91,426.5,1.391,8822.4,61.37,0.672,24.59
2023-05-13,ND-002,18.61,10.4,85.0,2489.6,118.1,2340.2,482.7,0.8901,31.43,425.7,1.354,8855.3,61.63,0.558,23.623
2023-05-14,ND-002,18.83,13.1,84.9,2494.5,118.1,2344.8,473.4,0.8701,31.36,425.7,1.457,8820.8,61.42,0.695,25.021
2023-05-15,ND-002,17.52,10.2,80.2,2464.3,103.6,2316.4,477.4,0.8861,31.39,422.8,1.518,8808.2,61.61,0.581,22.381
2023-05-16,ND-002,15.0,8.4,68.8,2488.9,118.9,2339.6,498.0,0.8902,31.98,419.3,1.48,8804.4,61.61,0.56,19.185
2023-05-17,ND-002,15.0,10.4,69.5,2478.2,98.9,2329.5,461.2,0.8707,31.28,425.3,1.398,8821.6,61.47,0.696,19.813
2023-05-18,ND-002,15.0,9.2,64.2,2534.1,118.2,2382.0,479.3,0.8768,31.32,416.1,1.417,8826.9,61.47,0.613,19.407
2023-05-19,ND-002,15.0,8.7,70.0,2516.5,107.6,2365.5,485.1,0.8894,31.04,432.9,1.487,8816.9,61.62,0.58,19.223
2023-05-20,ND-002,15.0,10.2,63.4,2491.1,110.7,2341.6,478.1,0.8637,31.39,418.8,1.543,8828.7,61.34,0.679,19.867
2023-05-21,ND-002,15.0,8.2,66.5,2476.9,112.4,2328.3,498.9,0.8901,31.13,419.2,1.423,8805.3,61.59,0.549,19.112
2023-05-22,ND-002,15.0,9.7,68.1,2495.7,114.8,2346.0,477.3,0.8747,30.92,432.6,1.47,8824.0,61.5,0.644,19.612
2023-05-23,ND-002,0.0,6.1,50.6,2500.3,87.3,2350.3,481.2,0.8976,31.27,420.1,1.423,8827.1,61.98,0.0,2.915
2023-05-24,ND-002,15.0,9.0,67.4,2501.6,105.0,2351.5,504.3,0.8833,30.95,432.5,1.427,8829.1,61.51,0.601,19.545
2023-05-25,ND-002,15.0,8.8,63.4,2475.7,119.2,2327.1,467.5,0.8839,30.97,425.6,1.435,8802.6,61.51,0.585,19.104
2023-05-26,ND-002,15.0,10.2,68.6,2504.6,101.8,2354.3,487.7,0.8711,31.11,425.7,1.477,8802.7,61.43,0.682,19.991
2023-05-27,ND-002,15.0,8.8,71.0,2465.7,119.2,2317.8,499.3,0.8896,31.07,414.0,1.448,8796.3,61.6,0.588,19.404
2023-05-28,ND-002,15.0,10.9,58.4,2490.6,108.5,2341.1,459.3,0.8517,31.65,424.5,1.391,8789.5,61.17,0.727,20.011
2023-05-29,ND-002,15.0,8.4,65.1,2499.1,113.8,2349.2,447.7,0.8897,31.41,432.2,1.483,8817.9,61.63,0.559,18.756
2023-05-30,ND-002,15.0,9.2,66.5,2502.6,105.1,2352.4,496.5,0.8787,31.3,415.3,1.489,8815.3,61.48,0.616,19.591
2023-05-31,ND-002,15.0,9.9,65.3,2478.3,108.2,2329.6,497.7,0.8707,31.29,430.6,1.408,8818.4,61.39,0.657,19.907
2023-06-01,ND-002,15.0,10.0,71.8,2482.8,107.1,2333.9,473.8,0.8754,31.3,429.7,1.463,8831.9,61.54,0.666,19.737
2023-06-02,ND-002,15.0,8.4,70.7,2472.6,112.0,2324.2,492.0,0.8902,31.14,435.6,1.346,8808.9,61.66,0.557,19.11
2023-06-03,ND-002,15.0,8.6,70.6,2511.5,119.2,2360.8,478.3,0.8891,31.23,427.1,1.489,8836.2,61.65,0.574,19.119
2023-06-04,ND-002,15.0,7.5,73.2,2509.9,113.8,2359.3,476.4,0.904,31.65,434.1,1.49,8823.3,61.82,0.499,18.566
2023-06-05,ND-002,15.0,9.0,66.4,2501.4,108.1,2351.3,472.0,0.883,30.99,426.0,1.418,8819.1,61.55,0.599,19.242
2023-06-06,ND-002,15.0,8.3,69.6,2535.6,119.4,2383.5,463.8,0.8931,31.11,422.0,1.451,8821.2,61.69,0.556,18.868
2023-06-07,ND-002,15.0,8.4,63.7,2503.4,103.3,2353.2,464.0,0.8863,31.34,424.5,1.48,8808.4,61.57,0.561,18.904
2023-06-08,ND-002,15.0,8.3,67.6,2502.6,108.1,2352.5,491.1,0.8925,31.0,424.6,1.523,8810.8,61.61,0.553,19.073
2023-06-09,ND-002,15.0,8.6,68.9,2507.3,111.9,2356.9,500.5,0.8863,30.73,418.3,1.425,8813.6,61.59,0.573,19.303
2023-06-10,ND-002,15.0,10.0,66.4,2507.8,110.0,2357.3,493.8,0.8713,31.05,416.2,1.461,8827.8,61.4,0.667,19.94
2023-06-11,ND-002,15.0,8.9,65.7,2485.0,119.8,2335.9,491.0,0.8826,30.89,426.2,1.382,8810.3,61.51,0.593,19.366
2023-06-12,ND-002,15.0,7.7,65.8,2497.4,102.8,2347.6,471.8,0.8948,30.92,427.9,1.391,8824.0,61.68,0.513,18.628
2023-06-13,ND-002,0.0,8.0,54.4,2484.3,96.6,2335.2,473.4,0.8729,31.15,429.0,1.493,8807.9,61.79,0.0,3.784
2023-06-14,ND-002,15.0,9.5,70.2,2499.0,105.3,2349.1,502.4,0.8786,31.33,427.7,1.391,8844.3,61.51,0.634,19.781
2023-06-15,ND-002,15.0,10.3,70.1,2499.9,109.9,2349.9,469.3,0.8727,31.17,425.6,1.476,8814.4,61.49,0.684,19.815
2023-06-16,ND-002,15.0,9.6,68.2,2504.2,103.3,2353.9,475.9,0.8751,31.06,418.3,1.447,8810.4,61.51,0.637,19.549
2023-06-17,ND-002,15.0,10.3,64.0,2493.3,97.0,2343.7,487.8,0.8647,31.45,432.0,1.506,8837.0,61.33,0.688,20.034
2023-06-18,ND-002,15.0,9.6,61.5,2457.0,118.6,2309.6,486.9,0.8718,31.35,423.7,1.525,8795.5,61.34,0.643,19.694
2023-06-19,ND-002,15.0,9.0,66.7,2487.7,113.1,2338.4,493.6,0.8793,31.33,420.2,1.47,8842.7,61.51,0.603,19.464
2023-06-20,ND-002,15.0,8.4,70.3,2507.0,107.5,2356.6,491.9,0.8928,30.98,428.6,1.431,8830.9,61.65,0.558,19.117
2023-06-21,ND-002,15.0,9.1,69.6,2498.9,101.4,2349.0,478.4,0.8867,31.16,431.9,1.317,8827.0,61.59,0.604,19.336
2023-06-22,ND-002,15.0,9.8,68.7,2488.6,108.0,2339.3,485.8,0.8731,30.86,416.0,1.481,8811.1,61.49,0.651,19.742
2023-06-23,ND-002,15.0,7.6,64.4,2479.3,110.3,2330.5,498.6,0.8937,31.07,429.5,1.448,8824.6,61.61,0.51,18.813
2023-06-24,ND-002,15.0,9.3,63.5,2480.3,115.9,2331.5,485.7,0.8732,30.88,424.8,1.424,8816.9,61.43,0.619,19.509
2023-06-25,ND-002,15.0,11.0,70.2,2502.3,117.5,2352.1,473.5,0.8598,30.71,412.9,1.407,8827.3,61.41,0.732,20.199
2023-06-26,ND-002,15.0,10.3,69.2,2494.6,110.5,2344.9,479.3,0.8679,31.02,419.7,1.348,8816.3,61.45,0.685,19.926
2023-06-27,ND-002,15.0,8.6,67.4,2488.5,114.1,2339.2,458.5,0.8893,31.37,430.1,1.493,8839.3,61.63,0.573,18.941
2023-06-28,ND-002,15.0,10.6,65.8,2487.8,114.8,2338.6,484.3,0.862,31.26,421.1,1.338,8803.7,61.34,0.706,20.125
2023-06-29,ND-002,15.0,9.6,63.7,2477.1,112.7,2328.5,479.0,0.8755,31.34,422.8,1.41,8820.0,61.42,0.637,19.575
2023-06-30,ND-002,89.05,37.6,248.1,2497.3,129.8,2347.5,504.4,0.867,31.0,429.7,1.431,8831.6,61.2,0.422,107.999
2023-07-01,ND-002,80.69,32.2,239.7,2500.5,133.2,2350.4,485.4,0.8844,30.89,421.5,1.348,8823.6,61.38,0.399,96.297
2023-07-02,ND-002,75.55,30.5,242.1,2499.7,133.2,2349.7,493.9,0.8849,31.28,426.3,1.492,8806.4,61.46,0.403,90.603
2023-07-03,ND-002,65.09,32.4,220.5,2476.7,135.1,2328.1,504.9,0.8712,30.82,421.5,1.443,8822.5,61.31,0.498,81.46
2023-07-04,ND-002,58.81,28.0,189.7,2484.0,121.1,2335.0,497.4,0.8738,31.23,432.0,1.372,8825.0,61.3,0.476,72.72
2023-07-05,ND-002,51.41,25.5,178.4,2495.7,125.4,2346.0,507.5,0.8744,31.06,420.8,1.494,8819.5,61.35,0.496,64.36
2023-07-06,ND-002,44.83,22.8,168.6,2516.6,121.9,2365.6,518.8,0.8773,31.27,426.3,1.384,8848.6,61.42,0.508,56.633
2023-07-07,ND-002,39.06,23.7,148.8,2492.9,120.7,2343.3,496.0,0.8635,30.89,430.5,1.484,8824.8,61.29,0.607,50.825
2023-07-08,ND-002,33.99,19.4,139.0,2478.1,118.0,2329.4,500.1,0.8776,31.25,430.2,1.55,8821.8,61.44,0.57,43.679
2023-07-09,ND-002,28.59,14.4,112.4,2499.1,118.2,2349.1,486.0,0.8893,31.02,427.2,1.488,8815.4,61.53,0.505,35.608
2023-07-10,ND-002,27.59,16.9,109.5,2497.3,121.5,2347.4,479.0,0.8676,31.2,430.5,1.457,8819.2,61.36,0.611,35.666
2023-07-11,ND-002,25.14,13.0,105.5,2493.8,121.0,2344.2,469.4,0.8902,31.1,420.4,1.429,8805.1,61.62,0.515,31.219
2023-07-12,ND-002,22.37,14.0,98.0,2495.5,116.8,2345.7,461.7,0.8717,31.4,422.6,1.509,8810.1,61.51,0.625,28.825
2023-07-13,ND-002,18.84,12.1,81.2,2499.0,115.8,2349.0,508.4,0.8731,31.27,425.7,1.429,8823.1,61.38,0.642,24.987
2023-07-14,ND-002,15.51,6.5,64.6,2456.2,119.2,2308.9,502.0,0.9118,31.01,418.7,1.463,8840.2,61.73,0.422,18.792
2023-07-15,ND-002,15.0,10.2,60.5,2489.9,107.9,2340.6,478.5,0.86,31.01,413.1,1.38,8810.3,61.27,0.681,19.888
2023-07-16,ND-002,15.0,9.7,66.7,2477.0,110.1,2328.4,478.9,0.8704,31.08,420.6,1.367,8818.3,61.47,0.645,19.635
2023-07-17,ND-002,15.0,8.9,63.1,2467.5,113.8,2319.5,475.8,0.8772,31.42,430.1,1.447,8829.7,61.48,0.595,19.245
2023-07-18,ND-002,15.0,8.7,61.8,2491.8,117.8,2342.3,493.5,0.8792,31.29,425.0,1.428,8812.1,61.45,0.577,19.274
2023-07-19,ND-002,15.0,8.3,67.5,2479.5,108.0,2330.7,507.3,0.8916,31.26,421.4,1.542,8809.1,61.59,0.552,19.202
2023-07-20,ND-002,15.0,7.5,63.1,2498.2,105.4,2348.3,489.3,0.8937,31.39,413.9,1.432,8812.3,61.62,0.502,18.682
2023-07-21,ND-002,15.0,9.8,64.5,2479.8,110.7,2331.0,494.0,0.8676,31.07,433.1,1.487,8806.5,61.38,0.655,19.856
2023-07-22,ND-002,15.0,9.1,70.1,2510.2,113.4,2359.6,486.2,0.883,31.09,423.8,1.527,8822.3,61.58,0.606,19.419
2023-07-23,ND-002,0.0,7.5,51.6,2465.2,84.4,2317.3,487.7,0.8711,30.56,418.2,1.414,8827.0,61.78,0.0,3.66
2023-07-24,ND-002,15.0,8.8,67.1,2486.8,98.8,2337.6,484.2,0.8857,30.95,420.9,1.435,8793.6,61.56,0.587,19.267
2023-07-25,ND-002,15.0,7.8,68.9,2495.4,114.2,2345.7,506.9,0.8982,31.27,428.4,1.514,8793.4,61.66,0.52,18.952
2023-07-26,ND-002,15.0,8.0,67.0,2483.8,101.0,2334.7,460.7,0.8936,30.98,422.2,1.327,8827.8,61.69,0.53,18.666
2023-07-27,ND-002,15.0,8.6,57.6,2507.3,118.7,2356.8,514.9,0.8785,31.11,425.8,1.418,8816.7,61.33,0.574,19.436
2023-07-28,ND-002,15.0,9.3,63.6,2479.8,114.2,2331.0,465.1,0.879,30.8,415.9,1.44,8835.6,61.47,0.617,19.303
2023-07-29,ND-002,15.0,9.6,69.1,2487.6,106.1,2338.3,474.4,0.8755,31.35,427.1,1.478,8832.2,61.53,0.637,19.534
2023-07-30,ND-002,15.0,8.8,62.3,2489.7,118.5,2340.3,459.8,0.873,31.32,420.6,1.41,8822.6,61.5,0.584,19.029
2023-07-31,ND-002,15.0,9.4,70.6,2506.5,108.4,2356.1,482.5,0.8803,31.31,422.6,1.38,8811.0,61.57,0.624,19.514
2023-08-01,ND-002,15.0,10.5,67.6,2487.5,116.3,2338.2,482.5,0.8627,31.04,421.8,1.509,8819.2,61.39,0.701,20.071
2023-08-02,ND-002,15.0,9.5,62.3,2487.9,104.0,2338.6,485.9,0.8688,31.34,419.4,1.401,8808.5,61.38,0.637,19.64
2023-08-03,ND-002,15.0,8.5,66.0,2487.5,103.6,2338.3,479.2,0.8877,31.24,426.6,1.445,8811.2,61.58,0.567,19.076
2023-08-04,ND-002,15.0,8.4,66.6,2461.7,110.1,2314.0,500.2,0.8893,31.52,425.4,1.422,8818.8,61.57,0.56,19.203
2023-08-05,ND-002,15.0,9.8,66.8,2487.7,110.3,2338.4,462.7,0.8698,31.25,425.3,1.435,8811.1,61.48,0.654,19.537
2023-08-06,ND-002,15.0,9.3,65.0,2470.7,109.8,2322.5,504.9,0.8759,31.23,420.1,1.38,8833.0,61.43,0.622,19.712
2023-08-07,ND-002,15.0,9.0,68.9,2504.6,111.7,2354.3,487.6,0.8849,31.61,422.4,1.327,8827.0,61.57,0.6,19.388
2023-08-08,ND-002,15.0,8.5,65.5,2486.7,115.1,2337.5,477.6,0.8883,30.8,431.0,1.555,8831.3,61.58,0.564,19.04
2023-08-09,ND-002,15.0,10.1,62.2,2455.7,113.7,2308.4,501.8,0.8621,31.07,424.4,1.461,8816.2,61.29,0.673,20.068
2023-08-10,ND-002,15.0,9.6,62.0,2483.5,120.9,2334.5,511.7,0.8679,31.2,418.5,1.491,8839.2,61.32,0.639,19.902
2023-08-11,ND-002,15.0,6.6,69.3,2482.2,114.0,2333.2,477.3,0.9134,31.37,425.1,1.461,8813.7,61.85,0.44,18.149
2023-08-12,ND-002,0.0,6.9,52.4,2492.8,93.1,2343.2,498.8,0.8874,31.19,429.6,1.412,8822.2,61.86,0.0,3.434
2023-08-13,ND-002,15.0,10.0,65.0,2477.7,116.9,2329.0,472.8,0.8673,31.17,419.2,1.455,8822.7,61.4,0.668,19.74
